Bib Key,Title,Abstract,Not in English,Not a scientific paper,Not peer-reviewed,No scalable stream processing,No real-world scenario performance benchmarking and insights,Optimizations,R1,R2,Final decision,Comments,Authors,Year,Publisher,Doi,Source
10.1145/1012888.1005709,Data Streaming Algorithms for Efficient and Accurate Estimation of Flow Size Distribution,"Knowing the distribution of the sizes of traffic flows passing through a network link helps a network operator to characterize network resource usage, infer traffic demands, detect traffic anomalies, and accommodate new traffic demands through better traffic engineering. Previous work on estimating the flow size distribution has been focused on making inferences from sampled network traffic. Its accuracy is limited by the (typically) low sampling rate required to make the sampling operation affordable. In this paper we present a novel data streaming algorithm to provide much more accurate estimates of flow distribution, using a ""lossy data structure"" which consists of an array of counters fitted well into SRAM. For each incoming packet, our algorithm only needs to increment one underlying counter, making the algorithm fast enough even for 40 Gbps (OC-768) links. The data structure is lossy in the sense that sizes of multiple flows may collide into the same counter. Our algorithm uses Bayesian statistical methods such as Expectation Maximization to infer the most likely flow size distribution that results in the observed counter values after collision. Evaluations of this algorithm on large Internet traces obtained from several sources (including a tier-1 ISP) demonstrate that it has very high measurement accuracy (within 2%). Our algorithm not only dramatically improves the accuracy of flow distribution measurement, but also contributes to the field of data streaming by formalizing an existing methodology and applying it to the context of estimating the flow-distribution.",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,EXCLUDED,EXCLUDED,,,"Kumar, Abhishek and Sung, Minho and Xu, Jun and Wang, Jia",2004,SIGMETRICS Perform. Eval. Rev.,10.1145/1012888.1005709,acm1-search1.bib;acm1-search1.bib
10.1145/3093742.3093902,A New Application Benchmark for Data Stream Processing Architectures in an Enterprise Context: Doctoral Symposium,"Against the backdrop of ever-growing data volumes and trends like the Internet of Things (IoT) or Industry 4.0, Data Stream Processing Systems (DSPSs) or data stream processing architectures in general receive a greater interest. Continuously analyzing streams of data allows immediate responses to environmental changes. A challenging task in that context is assessing and comparing data stream processing architectures in order to identify the most suitable one for certain settings.The present paper provides an overview about performance benchmarks that can be used for analyzing data stream processing applications. By describing shortcomings of these benchmarks, the need for a new application benchmark in this area, especially for a benchmark covering enterprise architectures, is highlighted. A key role in such an enterprise context is the combination of streaming data and business data, which is barely covered in current data stream processing benchmarks. Furthermore, first ideas towards the development of a solution, i.e., a new application benchmark that is able to fill the existing gap, are depicted.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,UNCERTAIN,EXCLUDED,EXCLUDED,Follow up,"Hesse, Guenter and Matthies, Christoph and Reissaus, Benjamin and Uflacker, Matthias",2017,Proceedings of the 11th ACM International Conference on Distributed and Event-Based Systems,10.1145/3093742.3093902,acm1-search1.bib
10.1145/2675743.2776763,The PipeFlow Approach,"In this paper, we present a description of our solution for solving the DEBS Grand Challenge 2015 that targets the analysis of taxi trips. Our implementation of this challenge is based on a general-purpose stream processing system called PipeFlow, which is designed and implemented to efficiently process continuous queries over high volume/speed data streams with low latency. Moreover, we present an experimental evaluation to show the effectiveness of the proposed solution with respect to query throughput and latency.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED,EXCLUDED,,,"Saleh, Omran and Sattler, Kai-Uwe",2015,Proceedings of the 9th ACM International Conference on Distributed Event-Based Systems,10.1145/2675743.2776763,acm1-search1.bib
10.1145/3465480.3467844,Web Stream Processing with RSP4J,"Social Media Analysis, Internet of Things, and Fake News detection have unveiled the relevance of real-time analytics on the Web. As a consequence, the Web infrastructure is evolving to enable continuous and reactive data access. Since data streams available on the Web originate from a variety of sources, they are highly heterogeneous. Indeed, addressing data variety and velocity simultaneously is inevitable. Stream Reasoning is the research field that studies how to combine data integration techniques with stream processing technologies. In particular, solutions for RDF Stream Processing (RSP) combine stream processing notions with data integration standards. This tutorial paper presents RSP4J, a innovative API that aims at fostering the adoption of RSP by simplifying the usage, benchmarking, and fast prototyping of Web Stream Processing applications.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,EXCLUDED,EXCLUDED,,,"Tommasini, Riccardo and Bonte, Pieter",2021,Proceedings of the 15th ACM International Conference on Distributed and Event-Based Systems,10.1145/3465480.3467844,acm1-search1.bib
10.1145/2488222.2488255,Dynamic Expressivity with Static Optimization for Streaming Languages,"Developers increasingly use streaming languages to write applications that process large volumes of data with high throughput. Unfortunately, when picking which streaming language to use, they face a difficult choice. On the one hand, dynamically scheduled languages allow developers to write a wider range of applications, but cannot take advantage of many crucial optimizations. On the other hand, statically scheduled languages are extremely performant, but have difficulty expressing many important streaming applications.This paper presents the design of a hybrid scheduler for stream processing languages. The compiler partitions the streaming application into coarse-grained subgraphs separated by dynamic rate boundaries. It then applies static optimizations to those subgraphs. We have implemented this scheduler as an extension to the StreamIt compiler. To evaluate its performance, we compare it to three scheduling techniques used by dynamic systems (OS thread, demand, and no-op) on a combination of micro-benchmarks and real-world inspired synthetic benchmarks. Our scheduler not only allows the previously static version of StreamIt to run dynamic rate applications, but it outperforms the three dynamic alternatives. This demonstrates that our scheduler strikes the right balance between expressivity and performance for stream processing languages.",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,EXCLUDED,EXCLUDED,,,"Soul\'{e}, Robert and Gordon, Michael and Amarasinghe, Saman and Grimm, Robert and Hirzel, Martin",2013,Proceedings of the 7th ACM International Conference on Distributed Event-Based Systems,10.1145/2488222.2488255,acm1-search1.bib
10.1145/3401025.3401732,Leaving Stragglers at the Window: Low-Latency Stream Sampling with Accuracy Guarantees,"Stream Processing Engines (SPEs) are used to process large volumes of application data to emit high velocity output. Under high load, SPEs aim to minimize output latency by leveraging sample processing for many applications that can tolerate approximate results. Sample processing limits input to only a subset of events such that the sample is statistically representative of the input while ensuring output accuracy guarantees. For queries containing window operators, sample processing continuously samples events until all events relevant to the window operator have been ingested. However, events can suffer from large ingestion delays due to long or bursty network latencies. This leads to stragglers that are events generated within the window's timeline but are delayed beyond the window's deadline. Window computations that account for stragglers can add significant latency while providing inconsequential accuracy improvement. We propose Aion, an algorithm that utilizes sampling to provide approximate answers with low latency by minimizing the effect of stragglers. Aion quickly processes the window to minimize output latency while still achieving high accuracy guarantees. We implement Aion in Apache Flink and show using benchmark workloads that Aion reduces stream output latency by up to 85% while providing 95% accuracy guarantees.",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,EXCLUDED,EXCLUDED,,,"Farhat, Omar and Bindra, Harsh and Daudjee, Khuzaima",2020,Proceedings of the 14th ACM International Conference on Distributed and Event-Based Systems,10.1145/3401025.3401732,acm1-search1.bib
10.1145/1385989.1386014,"WebLogic Event Server: A Lightweight, Modular Application Server for Event Processing","This paper describes WebLogic Event Server (WL EvS), an application server designed for hosting event-driven applications that require low latency and deterministic behavior. WL EvS is based on a modular architecture in which both server components and applications are represented as modules. The application programming model supports applications that are a mixture of reusable Java components and EPL (Event Processing Language), a query language that extends SQL with stream processing capabilities. WL EvS applications are meta-data driven, in that application behavior can be changed without recompilation or redeploying an application. The paper also presents the results of a benchmark performance study. The results show that the approach used by WL EvS can handle extremely high volumes of events while providing deterministic latency.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,EXCLUDED,EXCLUDED,,,"White, Seth and Alves, Alexandre and Rorke, David",2008,Proceedings of the Second International Conference on Distributed Event-Based Systems,10.1145/1385989.1386014,acm1-search1.bib
10.1145/3571158,SDN-Enabled Resource Provisioning Framework for Geo-Distributed Streaming Analytics,"Geographically distributed (geo-distributed) datacenters for stream data processing typically comprise multiple edges and core datacenters connected through Wide-Area Network (WAN) with a master node responsible for allocating tasks to worker nodes. Since WAN links significantly impact the performance of distributed task execution, the existing task assignment approach is unsuitable for distributed stream data processing with low latency and high throughput demand. In this paper, we propose a resource provisioning framework using the Software-Defined Networking (SDN) concept with an SDN controller responsible for monitoring the WAN, selecting an appropriate subset of worker nodes, and assigning tasks to the designated worker nodes. We implemented the data plane of the framework in P4 and the control plane components in Python. We tested the performance of the proposed system on Apache Spark, Apache Storm, and Apache Flink using the Yahoo! streaming benchmark on a set of custom topologies. The results of the experiments validate that the proposed approach is viable for distributed stream processing and confirm that it can improve at least 1.64x the processing time of incoming events of the current stream processing systems.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,EXCLUDED,EXCLUDED,,,"Mostafaei, Habib and Afridi, Shafi",2022,ACM Trans. Internet Technol.,10.1145/3571158,acm1-search1.bib
10.1145/2955193.2955206,New Techniques to Curtail the Tail Latency in Stream Processing Systems,"This paper presents a series of novel techniques for reducing the tail latency in stream processing systems like Apache Storm. Concretely, we present three mechanisms: (1) adaptive timeout coupled with selective replay to catch straggler tuples; (2) shared queues among different tasks of the same operator to reduce overall queueing delay; (3) latency feedback-based load balancing, intended to mitigate heterogenous scenarios. We have implemented these techniques in Apache Storm, and present experimental results using sets of micro-benchmarks as well as two topologies from Yahoo! Inc. Our results show improvement in tail latency up to 72.9%.",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,EXCLUDED,EXCLUDED,,,"Du, Guangxiang and Gupta, Indranil",2016,Proceedings of the 4th Workshop on Distributed Cloud Computing,10.1145/2955193.2955206,acm1-search1.bib
10.1145/3410048.3410060,Staleness Control for Edge Data Analytics,"A new generation of cyber-physical systems has emerged with a large number of devices that continuously generate and consume massive amounts of data in a distributed and mobile manner. Accurate and near real-time decisions based on such streaming data are in high demand in many areas of optimization for such systems. Edge data analytics bring processing power in the proximity of data sources, reduce the network delay for data transmission, allowlargescale distributed training, and consequently help meeting real-time requirements. Nevertheless, the multiplicity of data sources leads to multiple distributed machine learning models that may suffer from sub-optimal performance due to the inconsistency in their states. In this work, we tackle the insularity, concept drift, and connectivity issues in edge data analytics to minimize its accuracy handicap without losing its timeliness benefits. Thus, we propose an efficient model synchronization mechanism for distributed and stateful data analytics. Staleness Control for Edge Data Analytics (SCEDA) ensures the high adaptability of synchronization frequency in the face of an unpredictable environment by addressing the trade-off between the generality and timeliness of the model.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,EXCLUDED,EXCLUDED,,,"Aral, Atakan and Erol-Kantarci, Melike and Brandi\'{c}, Ivona",2020,SIGMETRICS Perform. Eval. Rev.,10.1145/3410048.3410060,acm1-search1.bib
10.1145/1384529.1375493,Performance Bounds for Peer-Assisted Live Streaming,"Peer-assisted streaming is a promising way for service providers to offer high-quality IPTV to consumers at reasonable cost. In peer-assisted streaming, the peers exchange video chunks with one another, and receive additional data from the central server as needed. In this paper, we analyze how to provision resources for the streaming system, in terms of the server capacity, the video quality, and the depth of the distribution trees that deliver the content. We derive the performance bounds for minimum server load, maximum streaming rate, and minimum tree depth under different peer selection constraints. Furthermore, we show that our performance bounds are actually tight, by presenting algorithms for constructing trees that achieve our bounds.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,EXCLUDED,EXCLUDED,,,"Liu, Shao and Zhang-Shen, Rui and Jiang, Wenjie and Rexford, Jennifer and Chiang, Mung",2008,SIGMETRICS Perform. Eval. Rev.,10.1145/1384529.1375493,acm1-search1.bib;acm1-search1.bib
10.1145/1639562.1639596,A Distributed Data Streaming Algorithm for Network-Wide Traffic Anomaly Detection,"Nowadays, Internet has serious security problems and network failures that are hard to resolve, for example, botnet attacks, polymorphic worm/virus spreading, DDoS, and flash crowds. To address many of these problems, we need to have a network-wide view of the traffic dynamics, and more importantly, be able to detect traffic anomaly in a timely manner. To our knowledge, Principle Component Analysis (PCA)is the best-known spatial detection method for the network-wide traffic anomaly. However, existing PCA-based solutions have scalability problems in that they require O(m2 n)running time and O(mn)space to analyze traffic measurements from m aggregated traffic flows within a sliding window of the length n. We propose a novel data streaming algorithm for PCA-based network-wide traffic anomaly detection in a distributed fashion. Our algorithm can archive O(wn log n)running time and O(wn)space at local monitors,and O(m2 log n)running time and O(m log n) space at Network Operation Center (NOC), where w denotes the maximum number of traffic flows at a local monitor.",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,EXCLUDED,EXCLUDED,,,"Liu, Yang and Zhang, Linfeng and Guan, Yong",2009,SIGMETRICS Perform. Eval. Rev.,10.1145/1639562.1639596,acm1-search1.bib;scholar.bib
10.1145/2933267.2933300,RFID-Based Logistics Monitoring with Semantics-Driven Event Processing,"In this paper a real-life counterfeit and theft detection scenario from pharmaceutical manufacturing is modelled using events encoded as XML and RDF. With Esper and Instans event processing platforms, the second one from the semantic web domain, the same task is configured and an experimental performance evaluation is carried out. Our results show that even though the starting points are very different, the same core task can be accomplished on both platforms. We provide quantitative performance comparisons that corroborate our analysis. For an understanding of what can be expected from each framework outside the core task, the differences between the two tools and their respective domains are qualitatively analysed.",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,EXCLUDED,EXCLUDED,,,"Rinne, Mikko and Solanki, Monika and Nuutila, Esko",2016,Proceedings of the 10th ACM International Conference on Distributed and Event-Based Systems,10.1145/2933267.2933300,acm1-search1.bib
10.1145/3319498,Production Application Performance Data Streaming for System Monitoring,"In this article, we present an approach to streaming collection of application performance data. Practical application performance tuning and troubleshooting in production high-performance computing (HPC) environments requires an understanding of how applications interact with the platform, including (but not limited to) parallel programming libraries such as Message Passing Interface (MPI). Several profiling and tracing tools exist that collect heavy runtime data traces either in memory (released only at application exit) or on a file system (imposing an I/O load that may interfere with the performance being measured). Although these approaches are beneficial in development stages and post-run analysis, a systemwide and low-overhead method is required to monitor deployed applications continuously. This method must be able to collect information at both the application and system levels to yield a complete performance picture.In our approach, an application profiler collects application event counters. A sampler uses an efficient inter-process communication method to periodically extract the application counters and stream them into an infrastructure for performance data collection. We implement a tool-set based on our approach and integrate it with the Lightweight Distributed Metric Service (LDMS) system, a monitoring system used on large-scale computational platforms. LDMS provides the infrastructure to create and gather streams of performance data in a low overhead manner. We demonstrate our approach using applications implemented with MPI, as it is one of the most common standards for the development of large-scale scientific applications.We utilize our tool-set to study the impact of our approach on an open source HPC application, Nalu. Our tool-set enables us to efficiently identify patterns in the behavior of the application without source-level knowledge. We leverage LDMS to collect system-level performance data and explore the correlation between the system and application events. Also, we demonstrate how our tool-set can help detect anomalies with a low latency. We run tests on two different architectures: a system enabled with Intel Xeon Phi and another system equipped with Intel Xeon processor. Our overhead study shows our method imposes at most 0.5% CPU usage overhead on the application in realistic deployment scenarios.",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,EXCLUDED,EXCLUDED,,,"Izadpanah, Ramin and Allan, Benjamin and Dechev, Damian and Brandt, Jim",2019,ACM Trans. Model. Perform. Eval. Comput. Syst.,10.1145/3319498,acm2-search1.bib;scholar.bib
10.1145/2933267.2933516,Experience of Event Stream Processing for Top-k Queries and Dynamic Graphs,"Solving 2016 ACM DEBS Grand Challenge problems entails both dynamic graph processing and top-k query processing. A straightforward implementation of solutions would not guarantee good performance or prompt responses. This paper shows our experience in implementing solutions of the problems, including rationales of top-k list management techniques we used in our implementation. We also shows the performance evaluation results among three top-k list management schemes and present the reason for our choice for the final result.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED,EXCLUDED,,,"Choi, Joong-Hyun and Lee, Kang-Woo and Cho, Eun-Sun",2016,Proceedings of the 10th ACM International Conference on Distributed and Event-Based Systems,10.1145/2933267.2933516,acm2-search1.bib
10.1145/3401025.3402684,The DEBS 2020 Grand Challenge,"The ACM DEBS 2020 Grand Challenge is the tenth in a series of challenges which seek to provide a common ground and evaluation criteria for a competition aimed at both research and industrial event-based systems. The focus of the ACM DEBS 2020 Grand Challenge is on Non-Intrusive Load Monitoring (NILM). The goal of the challenge is to detect when appliances contributing to an aggregated stream of voltage and current readings from a smart meter are switched on or off. NILM is leveraged in many contexts, ranging from monitoring of energy consumption to home automation. This paper describes the specifics of the data streams provided in the challenge, as well as the benchmarking platform that supports the testing of the solutions submitted by the participants.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED,EXCLUDED,,,"Gulisano, Vincenzo and Jorde, Daniel and Mayer, Ruben and Najdataei, Hannaneh and Palyvos-Giannas, Dimitris",2020,Proceedings of the 14th ACM International Conference on Distributed and Event-Based Systems,10.1145/3401025.3402684,acm2-search1.bib
10.1145/3524860.3539645,Detecting Trading Trends in Financial Tick Data: The DEBS 2022 Grand Challenge,"The DEBS Grand Challenge (GC) is an annual programming competition open to practitioners from both academia and industry. The GC 2022 edition focuses on real-time complex event processing of high-volume tick data provided by Infront Financial Technology GmbH. The goal of the challenge is to efficiently compute specific trend indicators and detect patterns in these indicators like those used by real-life traders to decide on buying or selling in financial markets. The data set Trading Data used for benchmarking contains 289 million tick events from approximately 5500+ financial instruments that had been traded on the three major exchanges Amsterdam (NL), Paris (FR), and Frankfurt am Main (GER) over the course of a full week in 2021. The data set is made publicly available. In addition to correctness and performance, submissions must explicitly focus on reusability and practicability. Hence, participants must address specific nonfunctional requirements and are asked to build upon open-source platforms. This paper describes the required scenario and the data set Trading Data, defines the queries of the problem statement, and explains the enhancements made to the evaluation platform Challenger that handles data distribution, dynamic subscriptions, and remote evaluation of the submissions.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED,EXCLUDED,,,"Frischbier, Sebastian and Tahir, Jawad and Doblander, Christoph and Hormann, Arne and Mayer, Ruben and Jacobsen, Hans-Arno",2022,Proceedings of the 16th ACM International Conference on Distributed and Event-Based Systems,10.1145/3524860.3539645,acm2-search1.bib
10.1145/2931028.2931033,ActorX10: An Actor Library for X10,"The APGAS programming model is a powerful computing paradigm for multi-core and massively parallel computer architectures. It allows for the dynamic creation and distribution of thousands of threads amongst hundreds of nodes in a cluster computer within a single application. For programs of such a complexity, appropriate higher level abstractions on computation and communication are necessary for performance analysis and optimization. In this work, we present actorX10, an X10 library of a formally specified actor model based on the APGAS principles. The realized actor model explicitly exposes communication paths and decouples these from the control flow of the concurrently executed application components. Our approach provides the right abstraction for a wide range of applications. Its capabilities and advantages are introduced and demonstrated for two applications from the embedded system and HPC domain, i.e., an object detection chain and a proxy application for the simulation of tsunami events.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,EXCLUDED,EXCLUDED,,,"Roloff, Sascha and P\""{o}ppl, Alexander and Schwarzer, Tobias and Wildermann, Stefan and Bader, Michael and Gla\ss{}, Michael and Hannig, Frank and Teich, J\""{u}rgen",2016,Proceedings of the 6th ACM SIGPLAN Workshop on X10,10.1145/2931028.2931033,acm2-search1.bib
10.1145/3093742.3093911,Hardware Accelerated Application Integration Processing: Industry Paper,"The growing number of (cloud) applications and devices massively increases the communication rate and volume pushing integration systems to their (throughput) limits. While the usage of modern hardware like Field Programmable Gate Arrays (FPGAs) led to low latency when employed for query and event processing, application integration adds yet unexplored processing opportunities. In this industry paper, we explore how to program integration semantics (e. g., message routing and transformation) in form of Enterprise Integration Patterns (EIP) on top of an FPGA, thus complementing the existing research on FPGA data processing. We focus on message routing, re-define the EIP for stream processing and propose modular hardware implementations as templates that are synthesized to circuits. For our real-world ""connected car"" scenario (i. e., composed patterns), we discuss common and new optimizations especially relevant for hardware integration processes. Our experimental evaluation shows competitive throughput compared to modern general-purpose CPUs and discusses the results.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,EXCLUDED,EXCLUDED,,,"Ritter, Daniel and Dann, Jonas and May, Norman and Rinderle-Ma, Stefanie",2017,Proceedings of the 11th ACM International Conference on Distributed and Event-Based Systems,10.1145/3093742.3093911,acm2-search1.bib
10.1145/2335484.2335506,Partition and Compose: Parallel Complex Event Processing,"Complex event processing uses patterns to detect composite events in streams of simple events. Typically, the events are logically partitioned by some key. For instance, the key can be the stock symbol in stock quotes, the author in tweets, the vehicle in transportation, or the patient in health-care. Composite event patterns often become meaningful only after partitioning. For instance, a pattern over stock quotes is typically meaningful over quotes for the same stock symbol. This paper proposes a pattern syntax and translation scheme organized around the notion of partitions. Besides making patterns meaningful, partitioning also benefits performance, since different keys can be processed in parallel. We have implemented partitioned parallel complex event processing as an extension to IBM's System S high-performance streaming platform. Our experiments with several benchmarks from finance and social media demonstrate processing speeds of up to 830,000 events per second, and substantial speedups for expensive patterns parallelized on multi-core machines as well as multi-machine clusters. Partitioning the event stream before detecting composite events makes event processing both more intuitive and parallel.",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,EXCLUDED,EXCLUDED,,,"Hirzel, and Martin,",2012,Proceedings of the 6th ACM International Conference on Distributed Event-Based Systems,10.1145/2335484.2335506,acm2-search1.bib
10.1145/3093742.3095100,Anomaly Detection of Manufacturing Equipment via High Performance RDF Data Stream Processing: Grand Challenge,"The ACM DEBS Grand Challenge 2017 focuses on anomaly detection of manufacturing equipment. The goal of the challenge is to detect abnormal behavior of a manufacturing machine based on the observations of the stream of measurements provided. The data produced by each sensor is clustered and the state transitions between the observed clusters are modeled as a Markov chain. In this paper we present how we used WSO2 Data Analytics Server (DAS), an open source, comprehensive enterprise data analytics platform, to solve the problem. On the HOBBIT (Holistic Benchmarking of Big Linked Data) platform our solution processed 35 megabytes/second with an end-to-end mean latency of 7.5 ms at an input rate of 1 ms, while the events spent only 1 ms time on average within our grand challenge solution. The paper describes the solution we propose, the experiments' results and presents how we optimized the performance of our solution.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED,EXCLUDED,,,"Akram, Nihla and Siriwardene, Sachini and Jayasinghe, Malith and Dayarathna, Miyuru and Perera, Isuru and Fernando, Seshika and Perera, Srinath and Bandara, Upul and Suhothayan, Sriskandarajah",2017,Proceedings of the 11th ACM International Conference on Distributed and Event-Based Systems,10.1145/3093742.3095100,acm2-search1.bib
10.1145/1993498.1993559,Mining Hot Calling Contexts in Small Space,"Calling context trees (CCTs) associate performance metrics with paths through a program's call graph, providing valuable information for program understanding and performance analysis. Although CCTs are typically much smaller than call trees, in real applications they might easily consist of tens of millions of distinct calling contexts: this sheer size makes them difficult to analyze and might hurt execution times due to poor access locality. For performance analysis, accurately collecting information about hot calling contexts may be more useful than constructing an entire CCT that includes millions of uninteresting paths. As we show for a variety of prominent Linux applications, the distribution of calling context frequencies is typically very skewed. In this paper we show how to exploit this property to reduce the CCT size considerably.We introduce a novel run-time data structure, called Hot Calling Context Tree (HCCT), that offers an additional intermediate point in the spectrum of data structures for representing interprocedural control flow. The HCCT is a subtree of the CCT that includes only hot nodes and their ancestors. We show how to compute the HCCT without storing the exact frequency of all calling contexts, by using fast and space-efficient algorithms for mining frequent items in data streams. With this approach, we can distinguish between hot and cold contexts on the fly, while obtaining very accurate frequency counts. We show both theoretically and experimentally that the HCCT achieves a similar precision as the CCT in a much smaller space, roughly proportional to the number of distinct hot contexts: this is typically several orders of magnitude smaller than the total number of calling contexts encountered during a program's execution. Our space-efficient approach can be effectively combined with previous context-sensitive profiling techniques, such as sampling and bursting.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,EXCLUDED,EXCLUDED,,,"D'Elia, Daniele and Demetrescu, Camil and Finocchi, Irene",2011,SIGPLAN Not.,10.1145/1993498.1993559,acm2-search1.bib;acm2-search1.bib
10.1145/3152116,Delay-Aware Quality Optimization in Cloud-Assisted Video Streaming System,"Cloud-assisted video streaming has emerged as a new paradigm to optimize multimedia content distribution over the Internet. This article investigates the problem of streaming cloud-assisted real-time video to multiple destinations (e.g., cloud video conferencing, multi-player cloud gaming, etc.) over lossy communication networks. The user diversity and network dynamics result in the delay differences among multiple destinations. This research proposes <underline>D</underline>ifferentiated cloud-<underline>A</underline>ssisted <underline>VI</underline>deo <underline>S</underline>treaming (DAVIS) framework, which proactively leverages such delay differences in video coding and transmission optimization. First, we analytically formulate the optimization problem of joint coding and transmission to maximize received video quality. Second, we develop a quality optimization framework that integrates the video representation selection and FEC (Forward Error Correction) packet interleaving. The proposed DAVIS is able to effectively perform differentiated quality optimization for multiple destinations by taking advantage of the delay differences in cloud-assisted video streaming system. We conduct the performance evaluation through extensive experiments with the Amazon EC2 instances and Exata emulation platform. Evaluation results show that DAVIS outperforms the reference cloud-assisted streaming solutions in video quality and delay performance.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,EXCLUDED,EXCLUDED,,,"Wu, Jiyan and Cheng, Bo and Yang, Yuan and Wang, Ming and Chen, Junliang",2017,ACM Trans. Multimedia Comput. Commun. Appl.,10.1145/3152116,acm2-search1.bib
10.14778/3402707.3402752,Massive Scale-out of Expensive Continuous Queries,"Scalable execution of expensive continuous queries over massive data streams requires input streams to be split into parallel sub-streams. The query operators are continuously executed in parallel over these sub-streams. Stream splitting involves both partitioning and replication of incoming tuples, depending on how the continuous query is parallelized. We provide a stream splitting operator that enables such customized stream splitting. However, it is critical that the stream splitting itself keeps up with input streams of high volume. This is a problem when the stream splitting predicates have some costs. Therefore, to enable customized splitting of high-volume streams, we introduce a parallelized stream splitting operator, called parasplit. We investigate the performance of parasplit using a cost model and experimentally. Based on these results, a heuristic is devised to automatically parallelize the execution of parasplit. We show that the maximum stream rate of parasplit is network bound, and that the parallelization is energy efficient. Finally, the scalability of our approach is experimentally demonstrated on the Linear Road Benchmark, showing an order of magnitude higher stream processing rate over previously published results, allowing at least 512 expressways.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,EXCLUDED,EXCLUDED,,,"Zeitler, Erik and Risch, Tore",2020,Proc. VLDB Endow.,10.14778/3402707.3402752,acm3-search1.bib
li2016service,Service Intelligence Oriented Distributed Data Stream Integration,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,EXCLUDED,EXCLUDED,,,"Li, Feng-Lin and Chi, Chi-Hung and Wang, Yue and Liu, Cong",2016,arXiv preprint arXiv:1604.03453,,scholar.bib
monsakul2010performance,Performance analysis of traffic control MIPv6 on Linux base,"Application on mobile device and wireless are popularly used. Such as Multimedia, VDO Conference, VoIP need different bandwidth. In order to support real-time and data streaming application. This paper analysis of traffic control and performance classes Mobile IPv6 (MIPv6). Author implement on Redhat Linux OS and test to control resource on Access Router (AR) by Differentiated Service (Diffserv) architecture. The bandwidths that can declare type of each class and control the traffic in network.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,EXCLUDED,EXCLUDED,,,"Monsakul, and Annop,",2010,2010 2nd International Conference on Computer Engineering and Technology,,scholar.bib
grelck2012engineering,Engineering concurrent software guided by statistical performance analysis,"This paper introduces the ADVANCE approach to engineering concurrent systems using a new component-based approach. A cost-directed tool-chain maps concurrent programs onto emerging hardware architectures, where costs are expressed in terms of programmer annotations for the throughput, latency and jitter of components. These are then synthesized using advanced statistical analysis techniques to give overall cost information about the concurrent system that can be exploited by the hardware virtualisation layer to drive mapping and scheduling decisions. Initial performance results are presented, showing that the ADVANCE technologies provide a promising approach to dealing with near- and future-term complexities of programming heterogeneous multi-core systems.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,EXCLUDED,EXCLUDED,,,"Grelck, Clemens and Hammond, Kevin and Hertlein, Heinz and H{\""o}lzenspies, Philip and Jesshope, Chris and Kirner, Raimund and Scheuermann, Bernd and Shafarenko, Alex and Boekhorst, Iraneus and Wieser, Volkmar",2012,"Applications, Tools and Techniques on the Road to Exascale Computing",,scholar.bib
komisarek2020real,Real-time stream processing tool for detecting suspicious network patterns using machine learning,"In this paper, the performance of stream processing and accuracy in the prediction of suspicious flows in simulated network traffic is investigated. In addition, concepts of an engine that integrates with novel solutions like the Elastic-search database and Apache Kafka that allows easy definition of streams and implementation of any machine learning algorithm are presented",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,EXCLUDED,EXCLUDED,,,"Komisarek, Miko{\l}aj and Chora{\'s}, Micha{\l} and Kozik, Rafa{\l} and Pawlicki, Marek",2020,"Proceedings of the 15th International Conference on Availability, Reliability and Security",,scholar.bib
